Crime_ID,Date,Time,Crime_Type,Location,Latitude,Longitude,Day_of_Week,Weather_Condition,Temperature,Offender_Age,Offender_Gender,Victim_Age,Victim_Gender,Crime_Outcome
867,19-08-2023,06:25,Theft,Residential Area,35.312491,-115.536286,Saturday,Cloudy,33.7,38,Female,34,Male,Under Investigation
868,18-01-2023,17:40,Theft,Highway,36.254554,-113.231107,Wednesday,Clear,27.5,33,Female,59,Male,Unsolved
869,30-04-2023,21:46,Drug Offense,Downtown,37.771783,-80.422216,Sunday,Cloudy,31.5,22,Male,54,Female,Arrested
870,12-12-2022,04:38,Theft,Downtown,35.693713,-116.619146,Monday,Foggy,28.6,53,Female,20,Female,Arrested
871,24-10-2022,14:58,Theft,Downtown,34.94083,-92.803072,Monday,Snowy,1.2,37,Male,19,Male,Under Investigation
872,05-02-2023,13:13,Assault,Downtown,36.117165,-115.769039,Sunday,Clear,28.8,45,Male,53,Female,Unsolved
873,29-04-2022,10:58,Vandalism,Highway,35.708222,-92.788624,Friday,Clear,30.5,39,Male,76,Male,Unsolved
874,24-04-2023,09:32,Fraud,Industrial Zone,34.127746,-92.565185,Monday,Foggy,-4.9,60,Male,12,Male,Arrested
875,08-06-2022,20:42,Drug Offense,Downtown,35.581556,-76.025625,Wednesday,Cloudy,-4.1,59,Male,12,Female,Arrested
876,12-05-2022,22:58,Assault,Highway,39.941491,-100.045915,Thursday,Cloudy,23.6,29,Male,38,Male,Unsolved
877,02-10-2023,23:02,Fraud,Mall,34.413153,-88.573578,Monday,Snowy,9.2,32,Male,54,Female,Unsolved
878,07-03-2022,14:56,Drug Offense,Mall,38.862053,-103.624112,Monday,Foggy,4.1,50,Male,56,Male,Unsolved
879,12-05-2022,06:50,Theft,Suburb,36.928111,-93.481407,Thursday,Snowy,32.5,19,Male,27,Female,Under Investigation
880,01-11-2022,03:19,Homicide,Downtown,38.455829,-81.676483,Tuesday,Cloudy,-2.3,51,Female,62,Female,Under Investigation
881,06-06-2022,00:09,Vandalism,Industrial Zone,34.764481,-104.997413,Monday,Rainy,2.6,55,Female,20,Male,Arrested
882,16-08-2022,15:25,Homicide,Highway,35.489553,-109.023742,Tuesday,Clear,-3.9,44,Male,38,Male,Under Investigation
883,21-04-2023,11:37,Burglary,Downtown,36.237271,-76.650986,Friday,Snowy,7.1,17,Male,49,Female,Under Investigation
884,25-06-2022,07:22,Burglary,Industrial Zone,39.862908,-98.14301,Saturday,Snowy,22.7,44,Female,50,Female,Under Investigation
885,14-02-2023,16:34,Theft,Park,37.142459,-107.357205,Tuesday,Foggy,27.8,48,Female,25,Female,Under Investigation
886,19-12-2022,13:12,Homicide,Highway,37.265512,-88.992675,Monday,Snowy,5.6,46,Female,31,Male,Under Investigation
887,29-12-2023,20:25,Theft,Industrial Zone,37.872321,-117.503516,Friday,Cloudy,25.3,38,Male,78,Male,Unsolved
888,18-02-2023,20:04,Robbery,Downtown,36.801487,-88.869026,Saturday,Cloudy,5.2,42,Female,58,Male,Unsolved
889,12-12-2022,17:14,Assault,Park,38.544091,-112.831223,Monday,Foggy,15.9,37,Male,77,Male,Unsolved
890,27-06-2022,19:52,Homicide,Park,39.631259,-100.693248,Monday,Rainy,1.8,36,Female,58,Female,Unsolved
891,25-08-2022,19:23,Vandalism,Residential Area,37.205364,-88.287279,Thursday,Snowy,20.4,56,Male,17,Female,Unsolved
892,16-03-2022,01:47,Homicide,Residential Area,39.658386,-94.498155,Wednesday,Snowy,-4.2,60,Male,20,Female,Arrested
893,04-01-2022,04:33,Drug Offense,Mall,37.46536,-76.821764,Tuesday,Foggy,-0.1,16,Male,46,Male,Arrested
894,14-11-2022,20:44,Fraud,Mall,36.069921,-90.030182,Monday,Foggy,34.6,24,Female,79,Male,Arrested
895,11-11-2022,05:18,Vandalism,Downtown,35.251891,-95.814726,Friday,Cloudy,8.2,52,Male,13,Female,Under Investigation
896,31-08-2022,21:27,Robbery,Suburb,39.783937,-83.412573,Wednesday,Foggy,15,29,Female,24,Male,Unsolved
897,18-07-2023,23:55,Homicide,Park,36.579685,-107.466077,Tuesday,Cloudy,4.1,22,Female,65,Female,Unsolved
898,06-04-2023,13:21,Vandalism,Park,36.293423,-117.136475,Thursday,Rainy,6.3,49,Female,52,Male,Unsolved
899,14-02-2023,01:44,Drug Offense,Park,34.414322,-97.397801,Tuesday,Rainy,16.2,53,Female,26,Female,Under Investigation
900,23-05-2022,02:40,Fraud,Park,35.661999,-104.286323,Monday,Clear,34.5,17,Male,71,Female,Arrested
901,03-06-2022,03:00,Fraud,Residential Area,37.213677,-82.568108,Friday,Cloudy,9.5,24,Female,36,Male,Arrested
902,13-08-2022,04:48,Drug Offense,Industrial Zone,34.058113,-95.665317,Saturday,Rainy,20.6,40,Female,23,Female,Arrested
903,11-05-2023,06:08,Robbery,Downtown,34.586598,-96.927231,Thursday,Snowy,22.4,45,Male,19,Female,Arrested
904,01-02-2022,16:15,Theft,Mall,39.549008,-88.450074,Tuesday,Cloudy,15.3,35,Female,51,Male,Under Investigation
905,19-03-2023,16:32,Homicide,Industrial Zone,34.46792,-117.555286,Sunday,Snowy,24.1,41,Male,55,Female,Under Investigation
906,11-08-2022,14:22,Theft,Park,34.829157,-90.007041,Thursday,Foggy,4,57,Female,61,Male,Arrested
907,06-03-2022,14:49,Homicide,Industrial Zone,38.757454,-115.889561,Sunday,Snowy,25.8,48,Female,64,Male,Arrested
908,29-03-2023,08:55,Theft,Park,36.494793,-100.63592,Wednesday,Rainy,14.2,31,Male,47,Male,Under Investigation
909,13-03-2023,07:55,Theft,Suburb,39.681271,-102.375381,Monday,Snowy,12.2,47,Male,78,Female,Arrested
910,14-10-2022,03:16,Homicide,Downtown,35.140852,-76.835732,Friday,Rainy,16,50,Female,46,Male,Unsolved
911,29-10-2023,11:41,Drug Offense,Mall,35.98055,-89.650134,Sunday,Clear,5.1,57,Female,63,Male,Under Investigation
912,21-05-2022,01:51,Homicide,Downtown,39.391211,-112.678912,Saturday,Snowy,9.6,23,Female,21,Male,Under Investigation
913,21-05-2022,07:09,Vandalism,Industrial Zone,36.844705,-116.814487,Saturday,Cloudy,13.1,55,Male,67,Male,Unsolved
914,06-12-2023,02:28,Homicide,Industrial Zone,38.480071,-98.869624,Wednesday,Rainy,23.9,40,Male,10,Female,Arrested
915,01-10-2023,19:12,Drug Offense,Residential Area,36.414587,-114.589382,Sunday,Clear,-1.9,49,Male,53,Male,Unsolved
916,22-03-2023,11:48,Vandalism,Highway,37.121195,-75.856202,Wednesday,Cloudy,17.9,28,Female,73,Male,Unsolved
917,02-08-2022,11:07,Theft,Suburb,34.546809,-85.297424,Tuesday,Clear,-3.4,51,Male,21,Male,Unsolved
918,07-10-2022,01:35,Assault,Mall,35.422814,-100.729681,Friday,Rainy,26.2,27,Female,80,Female,Arrested
919,05-05-2022,11:23,Theft,Park,39.398801,-75.685929,Thursday,Snowy,6.1,59,Male,76,Female,Arrested
920,26-01-2022,15:23,Fraud,Residential Area,37.409819,-86.705628,Wednesday,Rainy,7.6,34,Female,48,Male,Unsolved
921,14-07-2022,10:19,Theft,Downtown,36.837081,-78.140916,Thursday,Clear,18.1,32,Male,14,Male,Under Investigation
922,21-08-2022,06:16,Robbery,Park,34.768363,-96.261064,Sunday,Cloudy,24.7,45,Male,48,Female,Under Investigation
923,01-11-2023,12:13,Theft,Highway,37.65362,-112.298006,Wednesday,Rainy,3.7,55,Female,69,Female,Unsolved
924,07-02-2022,15:54,Homicide,Suburb,39.468661,-88.29265,Monday,Clear,18.6,55,Male,33,Male,Arrested
925,18-05-2023,02:43,Homicide,Park,38.586422,-77.407683,Thursday,Cloudy,33.6,31,Female,69,Male,Arrested
926,22-12-2022,19:35,Assault,Residential Area,35.564173,-102.53175,Thursday,Clear,20.4,54,Male,38,Female,Under Investigation
927,14-02-2022,01:35,Burglary,Suburb,38.976272,-105.680126,Monday,Snowy,-1.8,26,Male,54,Female,Arrested
928,31-01-2022,19:13,Fraud,Industrial Zone,37.002017,-99.528482,Monday,Snowy,15.8,29,Male,21,Female,Under Investigation
929,03-10-2023,10:58,Robbery,Park,38.578384,-77.79184,Tuesday,Rainy,0.8,46,Male,48,Female,Unsolved
930,22-05-2023,12:10,Robbery,Mall,36.148288,-110.597667,Monday,Cloudy,2.4,53,Female,22,Male,Unsolved
931,24-02-2022,13:08,Burglary,Residential Area,36.748214,-98.875823,Thursday,Foggy,7.3,41,Female,62,Male,Under Investigation
932,17-06-2023,05:12,Vandalism,Suburb,34.447408,-107.405593,Saturday,Rainy,12.9,50,Female,60,Male,Arrested
933,17-09-2023,16:48,Robbery,Mall,39.540333,-105.43695,Sunday,Clear,15.7,52,Male,48,Female,Unsolved
934,19-07-2022,11:24,Vandalism,Suburb,39.786278,-103.298537,Tuesday,Cloudy,20.9,32,Male,40,Female,Arrested
935,12-04-2023,01:27,Fraud,Park,36.856779,-100.417781,Wednesday,Snowy,23.6,59,Male,17,Male,Under Investigation
936,05-05-2023,00:33,Robbery,Highway,37.489457,-103.661819,Friday,Snowy,6.3,18,Female,11,Female,Unsolved
937,24-08-2022,15:33,Theft,Highway,37.783232,-101.373946,Wednesday,Snowy,18.1,34,Male,33,Male,Unsolved
938,13-09-2023,06:55,Burglary,Suburb,38.080933,-75.509955,Wednesday,Cloudy,-4.2,45,Female,31,Male,Unsolved
939,01-04-2022,07:30,Vandalism,Downtown,39.858002,-91.571038,Friday,Clear,34.1,47,Male,60,Male,Unsolved
940,04-11-2023,20:20,Theft,Park,35.889582,-104.744511,Saturday,Snowy,18.1,47,Male,16,Male,Under Investigation
941,26-12-2023,00:22,Homicide,Highway,39.82543,-97.321615,Tuesday,Foggy,0.9,25,Female,56,Female,Arrested
942,23-03-2022,16:48,Drug Offense,Park,39.569381,-84.156217,Wednesday,Foggy,3.7,49,Male,27,Female,Unsolved
943,16-02-2022,19:12,Fraud,Park,39.424809,-75.824193,Wednesday,Foggy,-2.3,37,Female,27,Male,Arrested
944,27-12-2022,19:48,Drug Offense,Park,37.64189,-100.181582,Tuesday,Rainy,3.9,16,Male,54,Male,Arrested
945,03-02-2022,00:20,Drug Offense,Park,34.060155,-111.667056,Thursday,Cloudy,33.6,48,Male,63,Female,Unsolved
946,26-01-2022,03:32,Theft,Suburb,38.032559,-112.346664,Wednesday,Foggy,29.8,20,Female,58,Female,Under Investigation
947,15-03-2022,01:58,Fraud,Downtown,34.294337,-91.279303,Tuesday,Foggy,1.1,50,Male,54,Male,Under Investigation
948,28-06-2023,08:29,Robbery,Industrial Zone,37.046369,-113.457261,Wednesday,Foggy,11.5,44,Female,52,Male,Under Investigation
949,08-11-2022,23:36,Assault,Suburb,34.889514,-85.548264,Tuesday,Snowy,24.7,54,Male,15,Female,Unsolved
950,20-06-2022,17:03,Burglary,Highway,39.846043,-109.94574,Monday,Cloudy,5.3,26,Female,54,Male,Arrested
951,30-01-2023,03:17,Homicide,Downtown,35.132828,-97.505728,Monday,Clear,-0.2,30,Female,80,Female,Arrested
952,05-09-2022,12:45,Assault,Suburb,34.135678,-95.574841,Monday,Snowy,29.4,53,Female,32,Male,Under Investigation
953,12-04-2022,02:43,Homicide,Residential Area,35.406259,-109.262518,Tuesday,Rainy,7.5,23,Male,13,Female,Under Investigation
954,13-06-2023,12:13,Robbery,Downtown,37.975588,-80.729573,Tuesday,Clear,30.5,19,Male,37,Male,Under Investigation
955,19-03-2022,09:06,Drug Offense,Mall,37.131842,-95.963677,Saturday,Foggy,4.3,26,Female,12,Male,Arrested
956,13-07-2023,04:19,Theft,Mall,37.560451,-100.895914,Thursday,Cloudy,26.1,29,Male,35,Female,Unsolved
957,31-07-2022,10:27,Assault,Park,39.765877,-78.672561,Sunday,Foggy,20.7,29,Male,74,Female,Under Investigation
958,09-06-2023,05:54,Assault,Suburb,38.891228,-112.712786,Friday,Clear,25.6,24,Male,73,Female,Under Investigation
959,03-02-2022,08:06,Burglary,Downtown,39.465277,-104.789577,Thursday,Rainy,21,49,Female,59,Female,Unsolved
960,14-01-2022,20:22,Burglary,Downtown,39.81796,-91.965539,Friday,Rainy,7.4,20,Female,58,Female,Arrested
961,25-03-2023,05:01,Drug Offense,Downtown,36.499158,-113.813704,Saturday,Clear,34,31,Male,66,Male,Under Investigation
962,23-08-2023,17:51,Theft,Mall,38.37323,-85.638097,Wednesday,Snowy,19.6,52,Male,63,Female,Unsolved
963,02-01-2023,19:09,Vandalism,Mall,36.125243,-84.401124,Monday,Clear,-2.7,50,Female,73,Male,Unsolved
964,09-08-2022,20:22,Robbery,Mall,39.326843,-98.619627,Tuesday,Snowy,8.2,23,Female,78,Male,Arrested
965,20-05-2023,09:13,Burglary,Industrial Zone,35.586073,-106.021749,Saturday,Foggy,5.7,55,Male,10,Female,Under Investigation
966,19-09-2023,05:37,Burglary,Residential Area,36.670807,-89.77236,Tuesday,Clear,18.5,22,Male,69,Male,Unsolved
967,14-09-2022,19:08,Homicide,Downtown,38.446437,-78.851064,Wednesday,Snowy,24,45,Male,73,Female,Under Investigation
968,02-11-2023,03:15,Vandalism,Suburb,38.661546,-94.716041,Thursday,Snowy,16.9,51,Female,31,Female,Under Investigation
969,08-01-2023,02:18,Vandalism,Industrial Zone,36.605336,-77.906256,Sunday,Clear,9.5,58,Female,80,Female,Under Investigation
970,05-02-2023,00:43,Vandalism,Downtown,34.012629,-81.97018,Sunday,Cloudy,17.9,54,Male,19,Male,Unsolved
971,05-09-2023,15:21,Burglary,Residential Area,39.038155,-107.148229,Tuesday,Cloudy,-4.5,31,Female,55,Female,Arrested
972,29-01-2022,04:13,Vandalism,Mall,36.316804,-114.56847,Saturday,Rainy,30.2,32,Male,47,Male,Unsolved
973,07-08-2022,01:25,Assault,Highway,37.04858,-90.82688,Sunday,Clear,25.4,19,Female,47,Female,Arrested
974,06-10-2022,07:05,Drug Offense,Park,36.333787,-110.942701,Thursday,Rainy,3.7,19,Male,43,Male,Unsolved
975,14-05-2022,21:42,Theft,Industrial Zone,35.434095,-86.292437,Saturday,Cloudy,18.9,33,Male,60,Female,Arrested
976,24-07-2022,19:38,Theft,Industrial Zone,39.620717,-117.002783,Sunday,Rainy,20.9,52,Male,33,Female,Under Investigation
977,03-09-2022,15:18,Vandalism,Industrial Zone,36.823332,-111.010375,Saturday,Snowy,24,40,Female,30,Male,Unsolved
978,16-06-2022,01:18,Drug Offense,Residential Area,34.566967,-102.246979,Thursday,Rainy,-0.5,42,Male,38,Female,Arrested
979,01-09-2023,13:42,Fraud,Highway,37.931074,-101.290468,Friday,Rainy,11.3,54,Male,19,Female,Unsolved
980,02-07-2022,13:35,Fraud,Mall,36.570266,-93.029512,Saturday,Foggy,2.6,26,Female,32,Male,Arrested
981,26-09-2022,12:38,Assault,Highway,39.670516,-107.225909,Monday,Foggy,14.9,30,Female,51,Female,Arrested
982,27-02-2022,14:17,Assault,Residential Area,35.889555,-110.176133,Sunday,Foggy,29.8,56,Female,48,Female,Unsolved
983,27-06-2023,15:14,Burglary,Residential Area,35.79558,-86.060541,Tuesday,Clear,33.4,43,Female,23,Female,Arrested
984,10-07-2022,09:54,Theft,Downtown,39.535654,-93.806413,Sunday,Cloudy,-4.7,37,Female,76,Female,Arrested
985,08-09-2023,07:48,Fraud,Industrial Zone,35.898241,-113.428613,Friday,Rainy,16.4,36,Male,20,Male,Arrested
986,24-10-2023,05:28,Theft,Downtown,38.248174,-97.938037,Tuesday,Cloudy,11.5,42,Male,19,Male,Under Investigation
987,11-01-2023,08:27,Assault,Suburb,38.209765,-94.768211,Wednesday,Rainy,27.4,22,Male,31,Male,Arrested
988,06-09-2022,19:15,Theft,Downtown,35.35308,-87.718304,Tuesday,Clear,7.3,46,Male,49,Female,Arrested
989,20-06-2022,17:39,Burglary,Residential Area,37.187466,-89.714478,Monday,Clear,33.6,39,Male,12,Male,Unsolved
990,25-12-2023,19:22,Burglary,Downtown,34.543467,-102.26309,Monday,Clear,11.9,49,Female,76,Male,Arrested
991,16-05-2022,16:48,Assault,Suburb,36.320462,-82.575318,Monday,Cloudy,23,23,Female,11,Female,Under Investigation
992,28-01-2023,20:14,Vandalism,Industrial Zone,34.108404,-100.00821,Saturday,Foggy,10.3,52,Female,31,Female,Unsolved
993,06-02-2023,16:27,Assault,Highway,39.26841,-75.717811,Monday,Rainy,31.9,26,Female,56,Male,Arrested
994,24-10-2022,13:53,Robbery,Downtown,38.885876,-106.640237,Monday,Snowy,13,55,Female,45,Male,Unsolved
995,07-05-2022,03:28,Vandalism,Residential Area,37.341877,-94.76868,Saturday,Clear,-1.2,47,Female,49,Male,Arrested
996,27-01-2023,15:10,Burglary,Mall,38.519653,-90.505841,Friday,Clear,1.8,48,Female,10,Female,Unsolved
997,02-10-2022,02:39,Fraud,Park,39.85184,-112.052447,Sunday,Cloudy,17.6,55,Female,53,Female,Unsolved
998,13-10-2022,03:19,Vandalism,Suburb,35.049949,-108.322064,Thursday,Rainy,20.4,32,Male,74,Male,Unsolved
999,26-12-2022,18:36,Burglary,Suburb,39.766598,-93.59739,Monday,Snowy,12.6,48,Male,79,Female,Under Investigation
1000,13-04-2022,19:53,Robbery,Industrial Zone,36.596927,-94.703955,Wednesday,Clear,18,44,Female,47,Male,Unsolved
